sourceCode,sourceName,sourceFrequency,conceptId,sourceAutoAssignedConceptIds,conceptName,domainId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:approvedBy,ADD_INFO:approvedOn,ADD_INFO:numberOfConcepts,ADD_INFO:customConcept,ADD_INFO:lastAthenaFilter
DIAGNOSIS_10_D_I509,"Heart failure, unspecified",6,316139,43530855,Heart failure,,0,APPROVED,EQUIVALENT,Peter,1693436421497,,,Peter,1693435643227,,,,1,,unspecified heart failure 
DIAGNOSIS_10_D_I5023,Acute on chronic systolic (congestive) heart failure,6,40480602,40480602,Acute on chronic systolic heart failure,,0,APPROVED,EQUIVALENT,Peter,1693436428538,,,Peter,1693435644286,,,,,,Acute on chronic systolic (congestive) heart failure
DIAGNOSIS_10_D_K7010,Alcoholic hepatitis without ascites,6,4340383,46269817,Alcoholic hepatitis,,0,APPROVED,EQUAL,Peter,1693439808176,,,Peter,1693436320245,,,,1,,"""alcoholic hepatitis"" "
DIAGNOSIS_10_D_Z85028,Personal history of other malignant neoplasm of stomach,6,0,4089658,Personal history of other malignant neoplasm of stomach,,0,,EQUIVALENT,Peter,1693435233081,,,Peter,1693426288928,,,,1,true,Personal history of other malignant neoplasm of stomach
DIAGNOSIS_10_D_Z85048,"Prsnl hx of malig neoplm of rectum, rectosig junct, and anus",6,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_CLDT0000039683,Malignant tumor of lung (disorder),6,765056,765056,Malignant carcinoid tumor of lung,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426095056,,,,,,Malignant tumor of lung (disorder)
DIAGNOSIS_CLDT0000039683,maligne neoplasma van long,6,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000039683,malignant neoplasm lung,6,258369,258369,Primary malignant neoplasm of lung,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426095751,,,,,,malignant neoplasm lung
DIAGNOSIS_CLDT0000039683,maligne tumor van long,6,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000050029,Acute exacerbation of chronic obstructive airways disease (disorder),6,257004,257004,Acute exacerbation of chronic obstructive airways disease,,0,APPROVED,EQUIVALENT,Peter,1693436856693,,,Peter,1693436758523,,,,,,Acute exacerbation of chronic obstructive airways disease (disorder)
DIAGNOSIS_CLDT0000050029,acute exacerbatie van COPD,6,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I272,Other secondary pulmonary hypertension,5,4339214,4339214,Secondary pulmonary hypertension,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693429404579,,,,,,Other secondary pulmonary hypertension
DIAGNOSIS_10_D_E1022,Type 1 diabetes mellitus w diabetic chronic kidney disease,5,45773688,45773688,Chronic kidney disease due to type 1 diabetes mellitus,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693429739583,,,,,,Type 1 diabetes mellitus w diabetic chronic kidney disease
DIAGNOSIS_10_D_E1121,Type 2 diabetes mellitus with diabetic nephropathy,5,192279,4226121,Disorder of kidney due to diabetes mellitus,,0,APPROVED,EQUAL,Peter,1693439897491,,,Peter,1693437044220,,,,1,,"type 2 diabetes mellitus with ""diabetic nephropathy"""
DIAGNOSIS_10_D_E1159,Type 2 diabetes mellitus with oth circulatory complications,5,4099216,4099216,Multiple complications due to type 2 diabetes mellitus,,0,APPROVED,EQUIVALENT,Peter,1693439908308,,,Peter,1693437045544,,,,,,Type 2 diabetes mellitus with oth circulatory complications
DIAGNOSIS_10_D_I2723,Pulmonary hypertension due to lung diseases and hypoxia,5,44783628,44783628,Pulmonary hypertension due to lung disease and/or hypoxia,Condition,0,APPROVED,EQUAL,Peter,1693429781252,,,Peter,1693426097183,,,,,,Pulmonary hypertension due to lung diseases and hypoxia
DIAGNOSIS_10_D_I69251,Hemiplga fol oth ntrm intcrn hemor aff right dominant side,5,42535482,42535482,Hemiplegia of right dominant side,,0,APPROVED,EQUIVALENT,Peter,1693439916598,,,Peter,1693436321186,,,,,,Hemiplga fol oth ntrm intcrn hemor aff right dominant side
DIAGNOSIS_10_D_I70211,"Athscl native arteries of extrm w intrmt claud, right leg",5,760871,760871,Atherosclerosis of arteries of right lower limb,,0,APPROVED,EQUIVALENT,Peter,1693439924367,,,Peter,1693435645570,,,,,,"Athscl native arteries of extrm w intrmt claud, right leg"
DIAGNOSIS_10_D_I70212,"Athscl native arteries of extrm w intrmt claud, left leg",5,760870,760870,Atherosclerosis of arteries of left lower limb,,0,APPROVED,EQUIVALENT,Peter,1693439925191,,,Peter,1693435646875,,,,,,"Athscl native arteries of extrm w intrmt claud, left leg"
DIAGNOSIS_10_D_Z85038,Personal history of malignant neoplasm of large intestine,5,0,4246125,Personal history of malignant neoplasm of large intestine,,0,,EQUIVALENT,Peter,1693428498578,,,Peter,1693426290790,,,,1,true,Personal history of malignant neoplasm of large intestine
DIAGNOSIS_9_D_1504,MALIGNE NEOPLASMA VAN HET MIDDELSTE DERDE DEEL VAN DE OESOFAGUS,4,,4249533,,,0,,,,0,,,,0,,,,1,,MALIGNE NEOPLASMA VAN HET MIDDELSTE DERDE DEEL VAN DE OESOFAGUS
DIAGNOSIS_9_D_5710,ALCOHOLISCHE VETLEVER,4,193256,42900061,Alcoholic fatty liver,,0,APPROVED,EQUAL,Peter,1693439944491,,,Peter,1693436327609,,,,1,,alcoholic 
DIAGNOSIS_10_D_C101,Malignant neoplasm of anterior surface of epiglottis,4,4091931,4091931,Malignant neoplasm of anterior epiglottis,Condition,0,APPROVED,EQUAL,Peter,1693427972874,,,Peter,1693426292599,,,,,,Malignant neoplasm of anterior surface of epiglottis
DIAGNOSIS_10_D_I422,Other hypertrophic cardiomyopathy,4,4124693,4124693,Hypertrophic cardiomyopathy,,0,APPROVED,EQUIVALENT,Peter,1693429781252,,,Peter,1693429405528,,,,,,Other hypertrophic cardiomyopathy
DIAGNOSIS_10_D_J439,"Emphysema, unspecified",4,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_10_D_Z192,Hormone resistant malignancy status,4,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_9_D_49122,OBSTRUCTIEVE CHRONISCHE BRONCHITIS MET ACUTE BRONCHITIS,4,,4112355,,,0,,,,0,,,,0,,,,1,,OBSTRUCTIEVE CHRONISCHE BRONCHITIS MET ACUTE BRONCHITIS
DIAGNOSIS_9_D_V1004,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, MAAG",4,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_9_D_V1005,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, DIKKE DARM",4,,4230812,,,0,,,,0,,,,0,,,,1,,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, DIKKE DARM"
DIAGNOSIS_10_D_E1010,Type 1 diabetes mellitus with ketoacidosis without coma,4,4009303,4009303,Diabetic ketoacidosis without coma,,0,APPROVED,EQUIVALENT,Peter,1693439982719,,,Peter,1693437057148,,,,,,Type 1 diabetes mellitus with ketoacidosis without coma
DIAGNOSIS_10_D_I6203,Nontraumatic chronic subdural hemorrhage,4,,42535426,,,0,,,,0,,,,0,,,,1,,Nontraumatic chronic subdural hemorrhage
DIAGNOSIS_10_D_I7092,Chronic total occlusion of artery of the extremities,4,,36712779,,,0,,,,0,,,,0,,,,1,,Chronic total occlusion of artery of the extremities
DIAGNOSIS_10_D_J9622,Acute and chronic respiratory failure with hypercapnia,4,,4119934,,,0,,,,0,,,,0,,,,1,,Acute and chronic respiratory failure with hypercapnia
DIAGNOSIS_10_D_K7469,Other cirrhosis of liver,4,4064161,4064161,Cirrhosis of liver,,0,APPROVED,EQUIVALENT,Peter,1693437885018,,,Peter,1693436330818,,,,,,Other cirrhosis of liver
DIAGNOSIS_10_D_K7581,Nonalcoholic steatohepatitis (NASH),4,1034996,1034996,Mild nonalcoholic steatohepatitis (NASH),,0,APPROVED,EQUIVALENT,Peter,1693440013924,,,Peter,1693436331381,,,,,,Nonalcoholic steatohepatitis (NASH)
DIAGNOSIS_10_D_E11319,Type 2 diabetes w unsp diabetic rtnop w/o macular edema,4,,380097,,,0,,,,0,,,,0,,,,1,,Type 2 diabetes w unsp diabetic rtnop w/o macular edema
DIAGNOSIS_10_D_I63511,Cereb infrc d/t unsp occls or stenos of right mid cereb art,4,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_10_D_I69120,Aphasia following nontraumatic intracerebral hemorrhage,4,,42535429,,,0,,,,0,,,,0,,,,1,,Aphasia following nontraumatic intracerebral hemorrhage
DIAGNOSIS_10_D_I70202,"Unsp athscl native arteries of extremities, left leg",4,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_J45909,"Unspecified asthma, uncomplicated",4,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_J45998,Other asthma,4,,4143474,,,0,,,,0,,,,0,,,,1,,Other asthma
DIAGNOSIS_10_D_Z85528,Personal history of other malignant neoplasm of kidney,4,0,4326679,Personal history of other malignant neoplasm of kidney,,0,,EQUIVALENT,Peter,1693435257755,,,Peter,1693426294379,,,,1,true,Personal history of other malignant neoplasm of kidney
DIAGNOSIS_9_D_412,OUD MYOCARD INFARCT,3,314666,,Old myocardial infarction,,0,APPROVED,EQUAL,Peter,1693440046824,,,Peter,1693440046824,,,,1,,old myocard infarct
DIAGNOSIS_10_D_C20,Malignant neoplasm of rectum,3,74582,74582,Primary malignant neoplasm of rectum,Condition,0,APPROVED,EQUAL,Peter,1693427981033,,,Peter,1693426295583,,,,,,Malignant neoplasm of rectum
DIAGNOSIS_10_D_I43,Cardiomyopathy in diseases classified elsewhere,3,,4111569,,,0,,,,0,,,,0,,,,1,,Cardiomyopathy in diseases classified elsewhere
DIAGNOSIS_9_D_4168,OVERIGE CHRONISCHE PULMONALE HARTAANDOENINGEN,3,,4065384,,,0,,,,0,,,,0,,,,1,,OVERIGE CHRONISCHE PULMONALE HARTAANDOENINGEN
DIAGNOSIS_9_D_4371,OVERIGE GEGENERALISEERDE ISCHEMISCHE CEREBROVASCULAIRE AANDOENINGEN,3,,381591,,,0,,,,0,,,,0,,,,1,,OVERIGE GEGENERALISEERDE ISCHEMISCHE CEREBROVASCULAIRE AANDOENINGEN
DIAGNOSIS_9_D_4400,ATHEROSCLEROSE VAN AORTA,3,,4249533,,,0,,,,0,,,,0,,,,1,,ATHEROSCLEROSE VAN AORTA
DIAGNOSIS_9_D_5853,"CHRONISCHE NIERZIEKTE, STADIUM III (MATIG)",3,443597,4105500,Chronic kidney disease stage 3,,0,APPROVED,EQUAL,Peter,1693440126595,,,Peter,1693436337350,,,,1,,"""chronic kidney disease""  3 "
DIAGNOSIS_10_D_C220,Liver cell carcinoma,3,4001171,4001171,Liver cell carcinoma,,0,APPROVED,EQUIVALENT,Peter,1693437887539,,,Peter,1693437710186,,,,,,Liver cell carcinoma
DIAGNOSIS_10_D_J849,"Interstitial pulmonary disease, unspecified",3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_K767,Hepatorenal syndrome,3,,196455,,,0,,,,0,,,,0,,,,1,,Hepatorenal syndrome
DIAGNOSIS_10_D_K769,"Liver disease, unspecified",3,194984,2101893,Disease of liver,,0,APPROVED,EQUIVALENT,Peter,1693438275541,,,Peter,1693437712768,,,,1,,liver 
DIAGNOSIS_10_D_Z853,Personal history of malignant neoplasm of breast,3,0,45763684,Personal history of malignant neoplasm of breast,,0,,EQUIVALENT,Peter,1693428461331,,,Peter,1693426297249,,,,1,true,Personal history of malignant neoplasm of breast
DIAGNOSIS_9_D_44021,ATHEROSCLEROSE VAN OORSPRONKELIJKE ARTERIES VAN LEDEMATEN MET CLAUDICATIO INTERMITTENS,3,,4249533,,,0,,,,0,,,,0,,,,1,,ATHEROSCLEROSE VAN OORSPRONKELIJKE ARTERIES VAN LEDEMATEN MET CLAUDICATIO INTERMITTENS
DIAGNOSIS_9_D_49121,OBSTRUCTIEVE CHRONISCHE BRONCHITIS MET (ACUTE) EXACERBATIE,3,,4204998,,,0,,,,0,,,,0,,,,1,,OBSTRUCTIEVE CHRONISCHE BRONCHITIS MET (ACUTE) EXACERBATIE
DIAGNOSIS_9_D_V1002,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, OVERIGE EN NIET GESPECIFICEERDE LOKALISATIES IN MONDHOLTE EN FARYNX",3,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_9_D_V1003,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, OESOFAGUS",3,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_9_D_V1052,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, NIER",3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_E1142,Type 2 diabetes mellitus with diabetic polyneuropathy,3,,37017432,,,0,,,,0,,,,0,,,,1,,Type 2 diabetes mellitus with diabetic polyneuropathy
DIAGNOSIS_10_D_E1151,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene,3,,4222876,,,0,,,,0,,,,0,,,,1,,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene
DIAGNOSIS_10_D_I2119,STEMI involving oth coronary artery of inferior wall,3,45766116,37115319,Acute ST segment elevation myocardial infarction of inferior wall,,0,APPROVED,EQUIVALENT,Peter,1693435468808,,,Peter,1693435372747,,,,1,,STEMI involving oth coronary artery of inferior wall
DIAGNOSIS_10_D_I2609,Other pulmonary embolism with acute cor pulmonale,3,,608954,,,0,,,,0,,,,0,,,,1,,Other pulmonary embolism with acute cor pulmonale
DIAGNOSIS_10_D_I6521,Occlusion and stenosis of right carotid artery,3,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_10_D_I6782,Cerebral ischemia,3,374384,374384,Cerebral ischemia,,0,APPROVED,EQUIVALENT,Peter,1693440158622,,,Peter,1693436343570,,,,,,Cerebral ischemia
DIAGNOSIS_10_D_J9611,Chronic respiratory failure with hypoxia,3,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_10_D_K7290,"Hepatic failure, unspecified without coma",3,,193693,,,0,,,,0,,,,0,,,,1,,"Hepatic failure, unspecified without coma"
DIAGNOSIS_CS01301648,Diabetes mellitus type 2 (DMII) insuline afh.,3,201826,201826,Type 2 diabetes mellitus,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426124936,,,,,,Diabetes mellitus type 2 (DMII) insuline afh.
DIAGNOSIS_CS01485674,Perifeer vaatlijden,3,321052,,Peripheral vascular disease,,0,APPROVED,EQUAL,Peter,1693440189978,,,Peter,1693440189978,,,,1,,"""peripheral vascular"""
DIAGNOSIS_10_D_E11649,Type 2 diabetes mellitus with hypoglycemia without coma,3,,4228443,,,0,,,,0,,,,0,,,,1,,Type 2 diabetes mellitus with hypoglycemia without coma
DIAGNOSIS_10_D_I50811,Acute right heart failure,3,4233424,4267800,Acute right-sided heart failure,,0,APPROVED,EQUIVALENT,Peter,1693436437163,,,Peter,1693436345239,,,,1,,Acute right heart failure
DIAGNOSIS_10_D_I63232,Cereb infrc due to unsp occls or stenos of left carotid art,3,,,,,0,,,,0,,,,0,,,,1,,
DIAGNOSIS_10_D_I69351,Hemiplga following cerebral infrc aff right dominant side,3,,42535482,,,0,,,,0,,,,0,,,,1,,Hemiplga following cerebral infrc aff right dominant side
DIAGNOSIS_10_D_I70235,Athscl native arteries of right leg w ulcer oth prt foot,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I70261,"Athscl native arteries of extremities w gangrene, right leg",3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000004164,TIA in huidige graviditeit,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000004164,transient (cerebral) ischaemic attack [TIA],3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000004164,TIA,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000004164,Transient ischemic attack (disorder),3,,4043734,,,0,,,,0,,,,0,,,,1,,Transient ischemic attack (disorder)
DIAGNOSIS_CLDT0000004164,transient ischaemic attack [TIA],3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000004164,transient ischemic attack,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000004164,transient ischemic attack [TIA],3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000005261,cerebrovasculair accident (CVA),3,381316,44801726,Cerebrovascular accident,,0,APPROVED,EQUIVALENT,Peter,1693436908403,,,Peter,1693436873074,,,,1,,cerebrovasculair 
DIAGNOSIS_CLDT0000006314,cirrose van lever,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000006314,Cirrhosis of liver (disorder),3,4064161,37396401,Cirrhosis of liver,,0,APPROVED,EQUIVALENT,Peter,1693438137771,,,Peter,1693437716932,,,,1,,4064161
DIAGNOSIS_CLDT0000006314,levercirrose,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000006324,vettige leverdegeneratie,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000006324,Steatosis of liver (disorder),3,4059290,4059290,Steatosis of liver,,0,APPROVED,EQUIVALENT,Peter,1693438145457,,,Peter,1693437719060,,,,,,Steatosis of liver (disorder)
DIAGNOSIS_CLDT0000006324,steatosis hepatis,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000006324,leversteatose,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000009775,chronische nierinsufficiëntie,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000009775,Chronic renal failure syndrome (disorder),3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000009775,CNI,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000040224,Adenocarcinoma in situ of lung (disorder),3,37312138,37312138,Non-mucinous adenocarcinoma in situ of lung,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426098959,,,,,,Adenocarcinoma in situ of lung (disorder)
DIAGNOSIS_CLDT0000040224,adenocarcinoma in situ van long,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000040225,Squamous cell carcinoma of lung (disorder),3,600852,600852,Secondary squamous cell carcinoma of lung,Condition,0,APPROVED,EQUAL,Peter,1693426168567,,,Peter,1693426100621,,,,,,Squamous cell carcinoma of lung (disorder)
DIAGNOSIS_CLDT0000040225,plaveiselcelcarcinoom van long,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000050644,trombose van arteria femoralis,3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000050644,Femoral artery thrombosis (disorder),3,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_J80,Acute respiratory distress syndrome,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_9_D_1481,MALIGNE NEOPLASMA VAN DE SINUS PYRIFORMIS,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_9_D_3572,POLYNEUROPATHIE BIJ DIABETES,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_9_D_4255,ALCOHOLISCHE CARDIOMYOPATHIE,2,318773,321319,Dilated cardiomyopathy secondary to alcohol,,0,APPROVED,EQUIVALENT,Peter,1693436664761,,,Peter,1693436492828,,,,1,,dilated cardiomyopathy alcohol
DIAGNOSIS_9_D_5718,OVERIGE GESPECIFICEERDE CHRONISCHE NIET-ALCOHOLISCHE LEVERAANDOENINGEN,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_9_D_V103,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, MAMMA",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_C182,Malignant neoplasm of ascending colon,2,4247719,4247719,Primary malignant neoplasm of ascending colon,Condition,0,APPROVED,EQUAL,Peter,1693427989867,,,Peter,1693426298655,,,,,,Malignant neoplasm of ascending colon
DIAGNOSIS_10_D_C679,"Malignant neoplasm of bladder, unspecified",2,436919,436919,Primary malignant neoplasm of unspecified site (clinical),Condition,0,APPROVED,EQUAL,Peter,1693427996476,,,Peter,1693426300221,,,,,,"Malignant neoplasm of bladder, unspecified"
DIAGNOSIS_10_D_E099,Drug or chemical induced diabetes mellitus w/o complications,2,,44793113,,,0,,,,0,,,,0,,,,1,,Drug or chemical induced diabetes mellitus w/o complications
DIAGNOSIS_10_D_E118,Type 2 diabetes mellitus with unspecified complications,2,4099216,4099216,Multiple complications due to type 2 diabetes mellitus,,0,APPROVED,EQUIVALENT,Peter,1693440261225,,,Peter,1693437064613,,,,,,Type 2 diabetes mellitus with unspecified complications
DIAGNOSIS_10_D_G458,Oth transient cerebral ischemic attacks and related synd,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_G459,"Transient cerebral ischemic attack, unspecified",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I608,Other nontraumatic subarachnoid hemorrhage,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I638,Other cerebral infarction,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_N185,"Chronic kidney disease, stage 5",2,443611,443611,Chronic kidney disease stage 5,,0,APPROVED,EQUIVALENT,Peter,1693429781253,,,Peter,1693429740368,,,,,,"Chronic kidney disease, stage 5"
DIAGNOSIS_10_D_Z191,Hormone sensitive malignancy status,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_Z856,Personal history of leukemia,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_Z940,Kidney transplant status,2,,44792780,,,0,,,,0,,,,0,,,,1,,Kidney transplant status
DIAGNOSIS_9_D_43310,"AFSLUITING EN STENOSE VAN ARTERIA CAROTIS, ZONDER VERMELDING VAN INFARCT VAN HERSENEN",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_9_D_43330,"MULTIPELE EN BILATERALE AFSLUITING EN STENOSE VAN PRECEREBRALE ARTERIEN, ZONDER VERMELDING VAN INFARCT VAN HERSENEN",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_9_D_43820,"LATE GEVOLGEN VAN CEREBROVASCULAIRE ZIEKTE, HEMIPLEGIE VAN NIET-GESPECIFICEERDE ZIJDE",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_E0865,Diabetes due to underlying condition w hyperglycemia,2,,37311673,,,0,,,,0,,,,0,,,,1,,Diabetes due to underlying condition w hyperglycemia
DIAGNOSIS_10_D_E0910,Drug/chem diabetes mellitus w ketoacidosis w/o coma,2,,4009303,,,0,,,,0,,,,0,,,,1,,Drug/chem diabetes mellitus w ketoacidosis w/o coma
DIAGNOSIS_10_D_I5033,Acute on chronic diastolic (congestive) heart failure,2,40481043,40481043,Acute on chronic diastolic heart failure,,0,APPROVED,EQUIVALENT,Peter,1693436448806,,,Peter,1693436361501,,,,,,Acute on chronic diastolic (congestive) heart failure
DIAGNOSIS_10_D_I6201,Nontraumatic acute subdural hemorrhage,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I6501,Occlusion and stenosis of right vertebral artery,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I6789,Other cerebrovascular disease,2,381591,381591,Cerebrovascular disease,,0,APPROVED,EQUIVALENT,Peter,1693438353216,,,Peter,1693438336501,,,,,,Other cerebrovascular disease
DIAGNOSIS_10_D_J9612,Chronic respiratory failure with hypercapnia,2,,4119934,,,0,,,,0,,,,0,,,,1,,Chronic respiratory failure with hypercapnia
DIAGNOSIS_10_D_K7110,"Toxic liver disease with hepatic necrosis, without coma",2,4026136,4026136,Toxic liver disease with hepatic necrosis,,0,APPROVED,EQUIVALENT,Peter,1693438148777,,,Peter,1693437721658,,,,,,"Toxic liver disease with hepatic necrosis, without coma"
DIAGNOSIS_10_D_K7460,Unspecified cirrhosis of liver,2,4064161,4064161,Cirrhosis of liver,,0,APPROVED,EQUIVALENT,Peter,1693438152402,,,Peter,1693437723025,,,,,,Unspecified cirrhosis of liver
DIAGNOSIS_10_D_Z8509,Personal history of malignant neoplasm of digestive organs,2,0,4334494,Personal history of malignant neoplasm of digestive organs,,0,,EQUIVALENT,Peter,1693428478219,,,Peter,1693426302034,,,,1,true,Personal history of malignant neoplasm of digestive organs
DIAGNOSIS_CS01301898,CARA / COPD,2,255573,,Chronic obstructive lung disease,,0,APPROVED,EQUAL,Peter,1693440352078,,,Peter,1693440352078,,,,1,,"""chronic obstructive pulmonary disease"""
DIAGNOSIS_10_D_I50814,Right heart failure due to left heart failure,2,4195785,4195785,Right heart failure secondary to left heart failure,,0,APPROVED,EQUIVALENT,Peter,1693436462873,,,Peter,1693436367649,,,,,,Right heart failure due to left heart failure
DIAGNOSIS_10_D_I63311,Cereb infrc due to thombos of right middle cerebral artery,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I63312,Cerebral infrc due to thombos of left middle cerebral artery,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I63512,Cereb infrc d/t unsp occls or stenos of left mid cereb art,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I69354,Hemiplga following cerebral infrc affecting left nondom side,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I70201,"Unsp athscl native arteries of extremities, right leg",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I70222,"Athscl native arteries of extremities w rest pain, left leg",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I70239,Athscl native arteries of right leg w ulcer of unsp site,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I70292,"Oth athscl native arteries of extremities, left leg",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_I97821,Postprocedural cerebvasc infarction following other surgery,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_J84116,Cryptogenic organizing pneumonia,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_10_D_K55039,"Acute ischemia of large intestine, extent unspecified",2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000001376,Malignant tumor of prostate (disorder),2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000001376,maligne neoplasma van prostaat,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000001376,maligne tumor van prostaat,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000001376,malignant neoplasm prostate,2,200962,200962,Primary malignant neoplasm of prostate,Condition,0,APPROVED,EQUAL,Peter,1693428004188,,,Peter,1693426302776,,,,,,malignant neoplasm prostate
DIAGNOSIS_CLDT0000001376,prostaatcarcinoom,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000001438,Malignant neoplasm of brain (disorder),2,443588,443588,Malignant neoplasm of brain,Condition,0,APPROVED,EQUAL,Peter,1693428007110,,,Peter,1693426304281,,,,,,Malignant neoplasm of brain (disorder)
DIAGNOSIS_CLDT0000001438,maligne neoplasma van hersenen,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000001438,cerebraal maligne neoplasma,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000001438,brain tumor malignant,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000001438,maligne tumor van hersenen,2,,,,,,,,,,,,,,,,,,,
DIAGNOSIS_CLDT0000002654,Diabetes mellitus type 2 with complication (disorder),2,4193704,4193704,Type 2 diabetes mellitus without complication,,0,APPROVED,EQUIVALENT,Peter,1693440563436,,,Peter,1693437068908,,,,,,Diabetes mellitus type 2 with complication (disorder)
