sourceCode,sourceName,sourceFrequency
DIAGNOSES_CLDT0000000953,Malignant tumor of buccal mucosa (disorder),1
DIAGNOSES_CLDT0000002706,medicatie-geïnduceerde diabetes mellitus,1
DIAGNOSES_CLDT0000002706,Drug-induced diabetes mellitus (disorder),1
DIAGNOSES_CLDT0000002706,geneesmiddel-geïnduceerde diabetes mellitus,1
DIAGNOSES_10_D_I6502,Occlusion and stenosis of left vertebral artery,1
DIAGNOSES_10_D_N181,"Chronic kidney disease, stage 1",1
DIAGNOSES_CLDT0000061765,Chronic kidney disease stage 1 (disorder),1
DIAGNOSES_CLDT0000061765,chronische nierinsufficiëntie stadium 1,1
DIAGNOSES_CLDT0000061765,CNI stadium 1,1
DIAGNOSES_10_D_I701,Atherosclerosis of renal artery,1
DIAGNOSES_CLDT0000004781,diabetisch maculaoedeem,1
DIAGNOSES_CLDT0000004781,Diabetic macular edema (disorder),1
DIAGNOSES_CLDT0000004781,CSME bij DRP,1
DIAGNOSES_CLDT0000004781,cystoid maculaoedeem bij diabetische retinopathie [CME bij DRP],1
DIAGNOSES_CLDT0000002736,diabetische voet,1
DIAGNOSES_CLDT0000002736,Diabetic foot (disorder),1
DIAGNOSES_10_D_C249,"Malignant neoplasm of biliary tract, unspecified",1
DIAGNOSES_10_D_C259,"Malignant neoplasm of pancreas, unspecified",1
DIAGNOSES_10_D_C44599,Oth malignant neoplasm of skin of other part of trunk,1
DIAGNOSES_10_D_J438,Other emphysema,1
DIAGNOSES_10_D_I864,Gastric varices,1
DIAGNOSES_CLDT0000005259,cerebraal infarct door occlusie of stenose van cerebrale arteriën,1
DIAGNOSES_CLDT0000005259,cerebrovasculair accident door afsluiting cerebrale arterie (CVA),1
DIAGNOSES_CLDT0000005245,subarachnoïdale bloeding,1
DIAGNOSES_CLDT0000005245,subarachnoïdale bloeding [SAB],1
DIAGNOSES_CLDT0000005245,Subarachnoid intracranial hemorrhage (disorder),1
DIAGNOSES_CLDT0000005245,hemorrhage subarachnoidal,1
DIAGNOSES_CLDT0000005101,acute hypertensieve nierinsufficiëntie,1
DIAGNOSES_CLDT0000005101,Acute hypertensive renal failure (disorder),1
DIAGNOSES_CLDT0000001159,grootcellig carcinoom  van bronchus of long,1
DIAGNOSES_CLDT0000001159,"maligne neoplasma van bronchus of long, niet kleincellig type",1
DIAGNOSES_CLDT0000001159,"maligne tumor van bronchus of long, niet kleincellig type",1
DIAGNOSES_9_D_51883,CHRONISCHE RESPIRATOIRE DECOMPENSATIE,1
DIAGNOSES_10_D_I70238,Athscl native art of right leg with ulcer oth prt low leg,1
DIAGNOSES_10_D_I70248,Athscl native art of left leg with ulcer oth prt low leg,1
DIAGNOSES_10_D_I70263,"Athscl native arteries of extrm w gangrene, bilateral legs",1
DIAGNOSES_10_P_041K0JJ,,1
DIAGNOSES_10_D_I5181,Takotsubo syndrome,1
DIAGNOSES_10_D_I158,Other secondary hypertension,1
DIAGNOSES_CS01492443,COPD,1
DIAGNOSES_CLDT0000005121,acuut myocardinfarct,1
DIAGNOSES_CLDT0000005121,acuut myocardinfarct met ST elevatie,1
DIAGNOSES_CLDT0000005121,myocardial infarction acute,1
DIAGNOSES_CLDT0000005121,Acute myocardial infarction (disorder),1
DIAGNOSES_CLDT0000005121,hartinfarct,1
DIAGNOSES_10_D_I700,Atherosclerosis of aorta,1
DIAGNOSES_9_D_1882,MALIGNE NEOPLASMA VAN ZIJWAND VAN DE BLAAS,1
DIAGNOSES_10_D_N189,"Chronic kidney disease, unspecified",1
DIAGNOSES_10_D_E0965,Drug or chemical induced diabetes mellitus w hyperglycemia,1
DIAGNOSES_10_D_I21A1,Myocardial infarction type 2,1
DIAGNOSES_10_D_I70291,"Oth athscl native arteries of extremities, right leg",1
DIAGNOSES_10_D_J8489,Other specified interstitial pulmonary diseases,1
DIAGNOSES_CLDT0000051831,kleincellig bronchuscarcinoom,1
DIAGNOSES_CLDT0000051831,Small cell carcinoma of bronchus (disorder),1
DIAGNOSES_CLDT0000051831,SCLC,1
DIAGNOSES_10_D_C160,Malignant neoplasm of cardia,1
DIAGNOSES_CLDT0000001052,maligne neoplasma van oesofagus,1
DIAGNOSES_CLDT0000001052,malignant neoplasm esophagus,1
DIAGNOSES_CLDT0000001052,Malignant tumor of esophagus (disorder),1
DIAGNOSES_CLDT0000001052,maligniteit van oesofagus,1
DIAGNOSES_CLDT0000001052,maligne tumor van oesofagus,1
DIAGNOSES_CLDT0000001052,malignant tumor esophagus,1
DIAGNOSES_CLDT0000001052,maligne neoplasma van slokdarm,1
DIAGNOSES_CLDT0000001052,maligne tumor van slokdarm,1
DIAGNOSES_CLDT0000001158,kleincellig carcinoom van bronchus of long,1
DIAGNOSES_CLDT0000001158,"maligne neoplasma van bronchus of long, kleincellig type",1
DIAGNOSES_CLDT0000001158,"maligne tumor van bronchus of long, kleincellig type",1
DIAGNOSES_9_D_41071,"SUBENDOCARDIAAL INFARCT, EERSTE BEHANDELINGSPERIODE",1
DIAGNOSES_9_D_4259,NIET GESPECIFICEERDE SECUNDAIRE CARDIOMYOPATHIE,1
DIAGNOSES_9_D_4281,"HARTDECOMPENSATIE, LINKSDECOMPENSATIE",1
DIAGNOSES_10_D_K713,Toxic liver disease with chronic persistent hepatitis,1
DIAGNOSES_10_D_K717,Toxic liver disease with fibrosis and cirrhosis of liver,1
DIAGNOSES_10_D_K739,"Chronic hepatitis, unspecified",1
DIAGNOSES_10_D_K7150,Toxic liver disease w chronic active hepatitis w/o ascites,1
DIAGNOSES_10_D_K7201,Acute and subacute hepatic failure with coma,1
DIAGNOSES_CLDT0000006316,gedecompenseerde levercirrose,1
DIAGNOSES_CLDT0000001258,carcinoma spinocellulare,1
DIAGNOSES_CLDT0000001258,Squamous cell carcinoma (disorder),1
DIAGNOSES_CLDT0000001258,plaveiselcelcarcinoom,1
DIAGNOSES_CLDT0000001258,plaveiselcelcarcinoom [PCC],1
DIAGNOSES_CLDT0000001258,spinocellulair carcinoom [SCC],1
DIAGNOSES_CLDT0000001258,carcinoma spinocellulare cutis,1
DIAGNOSES_9_D_20283,"OVERIGE LYMFOMEN, INTRA-ABDOMINALE LYMFKLIEREN",1
DIAGNOSES_9_D_20287,"OVERIGE LYMFOMEN, MILT",1
DIAGNOSES_9_D_25002,"DIABETES MELLITUS ZONDER VERMELDING VAN COMPLICATIE, 'ADULT-ONSET' OF NIET GESPECIFICEERDE VORM, INSTABIEL",1
DIAGNOSES_9_D_V1079,"PERSOONLIJKE ANAMNESE MET MALIGNE NEOPLASMA, OVERIGE LYMFATISCHE EN HEMATOPOIETISCHE NEOPLASMATA",1
DIAGNOSES_9_D_4408,ATHEROSCLEROSE VAN OVERIGE GESPECIFICEERDE ARTERIEN,1
DIAGNOSES_10_D_C189,"Malignant neoplasm of colon, unspecified",1
DIAGNOSES_10_P_041L0JH,,1
DIAGNOSES_9_D_1610,MALIGNE NEOPLASMA VAN GLOTTIS,1
DIAGNOSES_CLDT0000001133,maligne neoplasma van glottis,1
DIAGNOSES_CLDT0000001133,Malignant tumor of glottis (disorder),1
DIAGNOSES_CLDT0000001133,maligne tumor van glottis,1
DIAGNOSES_9_D_185,MALIGNE NEOPLASMA VAN DE PROSTAAT,1
DIAGNOSES_10_D_I70221,"Athscl native arteries of extremities w rest pain, right leg",1
DIAGNOSES_10_D_I75021,Atheroembolism of right lower extremity,1
DIAGNOSES_CLDT0000005343,perifeer arterieel vaatlijden Fontaine stadium 2,1
DIAGNOSES_CLDT0000005343,perifeer arterieel vaatlijden Fontaine stadium 2 [PAOD2],1
DIAGNOSES_CLDT0000005343,claudicatio intermittens,1
DIAGNOSES_CLDT0000005343,Intermittent claudication (disorder),1
DIAGNOSES_CLDT0000005343,etalagebeen,1
DIAGNOSES_CLDT0000005390,occlusie van arteria femoralis,1
DIAGNOSES_CLDT0000005390,Femoral artery occlusion (disorder),1
DIAGNOSES_10_D_E109,Type 1 diabetes mellitus without complications,1
DIAGNOSES_10_D_E1021,Type 1 diabetes mellitus with diabetic nephropathy,1
DIAGNOSES_CLDT0000002630,diabetes mellitus type 1,1
DIAGNOSES_CLDT0000002630,Diabetes mellitus type 1 (disorder),1
DIAGNOSES_CLDT0000002630,diabetes mellitus type 1 [DM1],1
DIAGNOSES_CLDT0000002727,diabetisch coma,1
DIAGNOSES_CLDT0000002727,Coma associated with diabetes mellitus (disorder),1
DIAGNOSES_CLDT0000040228,grootcellig neuro-endocrien longcarcinoom,1
DIAGNOSES_CLDT0000050209,Ketoacidosis in diabetes mellitus (disorder),1
DIAGNOSES_CLDT0000050209,diabetische ketoacidose,1
DIAGNOSES_CLDT0000001267,mesothelioom,1
DIAGNOSES_CLDT0000001267,mesothelioma,1
DIAGNOSES_CLDT0000001267,"Mesothelioma (malignant, clinical disorder) (disorder)",1
DIAGNOSES_CLDT0000001165,maligne neoplasma van pleura,1
DIAGNOSES_CLDT0000001165,Malignant tumor of pleura (disorder),1
DIAGNOSES_CLDT0000001165,maligne tumor van pleura,1
DIAGNOSES_10_D_I70223,"Athscl native arteries of extrm w rest pain, bilateral legs",1
DIAGNOSES_10_D_I75022,Atheroembolism of left lower extremity,1
DIAGNOSES_10_P_041K0ZL,,1
DIAGNOSES_10_P_041L09L,,1
DIAGNOSES_10_P_041L49L,,1
DIAGNOSES_CLDT0000005194,cardiomyopathie,1
DIAGNOSES_CLDT0000005194,"cardiomyopathie, niet gespecificeerd",1
DIAGNOSES_CLDT0000005194,Cardiomyopathy (disorder),1
DIAGNOSES_CLDT0000005194,cardiomyopathy,1
DIAGNOSES_10_D_I69320,Aphasia following cerebral infarction,1
DIAGNOSES_10_D_I69398,Other sequelae of cerebral infarction,1
DIAGNOSES_10_D_S066X6A,"Traum subrac hem w LOC >24 hr w/o ret consc w surv, init",1
DIAGNOSES_9_D_5856,TERMINAAL STADIUM NIERZIEKTE,1
DIAGNOSES_9_D_V561,PLAATSEN EN BIJSTELLEN VAN EXTRACORPORALE DIALYSECATHETER,1
DIAGNOSES_9_P_3995,,1
DIAGNOSES_9_D_25040,"DIABETES MET NIERAFWIJKINGEN, TYPE II (NIET-INSULINE DEPENDENT) (NIDDM-TYPE) ('ADULT-ONSET') OF NIET GESPECIFICEERDE VORM, NIET-GESPECIFICEERD ALS INSTABIEL",1
DIAGNOSES_9_D_25050,"DIABETES MET OOGAFWIJKINGEN, TYPE II (NIET-INSULINE DEPENDENT) (NIDDM-TYPE) ('ADULT-ONSET') OF NIET GESPECIFICEERDE VORM, NIET-GESPECIFICEERD ALS INSTABIEL",1
DIAGNOSES_9_D_36202,PROLIFERATIEVE DIABETISCHE RETINOPATHIE,1
DIAGNOSES_9_D_40311,"HYPERTENSIEVE CHRONISCHE NIERZIEKTE, BENIGNE, MET CHRONISCHE NIERZIEKTE STADIUM V OF TERMINAAL STADIUM NIERZIEKTE",1
DIAGNOSES_10_D_E113293,"Type 2 diab with mild nonp rtnop without macular edema, bi",1
DIAGNOSES_10_D_J660,Byssinosis,1
DIAGNOSES_CLDT0000061514,Ischemic stroke (disorder),1
DIAGNOSES_CLDT0000061514,ischemisch cerebrovasculair accident,1
DIAGNOSES_CLDT0000061514,ischemisch cerebrovasculair accident [iCVA],1
DIAGNOSES_10_P_03180ZF,,1
DIAGNOSES_CLDT0000009649,IgA-nefropathie,1
DIAGNOSES_CLDT0000009649,berger,1
DIAGNOSES_CLDT0000009649,Immunoglobulin A nephropathy (disorder),1
DIAGNOSES_CLDT0000062001,nierinsufficiëntie waarvoor chronische hemodialyse in instelling,1
DIAGNOSES_10_P_041K0JL,,1
DIAGNOSES_CLDT0000001033,maligne neoplasma van hypofarynx,1
DIAGNOSES_CLDT0000001033,malignant neoplasm hypopharyngeal,1
DIAGNOSES_CLDT0000001033,Malignant tumor of hypopharynx (disorder),1
DIAGNOSES_CLDT0000001033,maligne tumor van hypofarynx,1
DIAGNOSES_CLDT0000037757,History of femoral artery bypass (situation),1
DIAGNOSES_CLDT0000037757,status na bypass arteria femoralis,1
DIAGNOSES_CLDT0000038310,Peripheral arterial insufficiency (disorder),1
DIAGNOSES_CLDT0000038310,perifere arteriële insufficiëntie,1
DIAGNOSES_CLDT0000062475,plaveiselcelcarcinoom in orofarynx,1
DIAGNOSES_CLDT0000062475,Primary squamous cell carcinoma of oropharynx (disorder),1
DIAGNOSES_CLDT0000062512,carcinoom van mondbodem,1
DIAGNOSES_CLDT0000062512,Malignant epithelial neoplasm of floor of mouth (disorder),1
DIAGNOSES_9_D_25060,"DIABETES MET NEUROLOGISCHE AFWIJKINGEN, TYPE II (NIET-INSULINE DEPENDENT) (NIDDM-TYPE) ('ADULT-ONSET') OF NIET GESPECIFICEERDE VORM, NIET-GESPECIFICEERD ALS INSTABIEL",1
DIAGNOSES_9_D_25062,"DIABETES MET NEUROLOGISCHE AFWIJKINGEN, 'ADULT-ONSET' OF NIET GESPECIFICEERDE VORM, INSTABIEL",1
DIAGNOSES_9_D_25092,"DIABETES MET NIET GESPECIFICEERDE COMPLICATIE, 'ADULT-ONSET' OF NIET GESPECIFICEERDE VORM, INSTABIEL",1
DIAGNOSES_10_D_I69891,Dysphagia following other cerebrovascular disease,1
DIAGNOSES_10_D_I610,"Nontraumatic intcrbl hemorrhage in hemisphere, subcortical",1
DIAGNOSES_9_D_5738,OVERIGE GESPECIFICEERDE AANDOENINGEN VAN DE LEVER,1
DIAGNOSES_CLDT0000001156,maligne neoplasma met overlappende lokalisatie van bronchus en long,1
DIAGNOSES_CLDT0000001156,Malignant neoplasm of overlapping lesion of bronchus and lung (disorder),1
DIAGNOSES_CLDT0000001156,maligne tumor met overlappende lokalisatie van bronchus en long,1
DIAGNOSES_CLDT0000005793,astma,1
DIAGNOSES_CLDT0000005793,asthma,1
DIAGNOSES_CLDT0000005793,Asthma (disorder),1
